id;type;language;institutionID;institutionCode;collectionCode;ownerInstitutionCode;basisOfRecord;occurrenceID;catalogNumber;occurrenceRemarks;recordNumber;recordedBy;individualCount;occurrenceStatus;preparations;disposition;samplingProtocol;samplingEffort;eventDate;eventTime;year;month;day;habitat;eventRemarks;continent;country;countryCode;stateProvince;county;locality;verbatimElevation;minimumElevationInMeters;maximumElevationInMeters;verbatimCoordinates;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;georeferenceVerificationStatus;identifiedBy;dateIdentified;identificationQualifier;scientificName;kingdom;phylum;class;order;family;genus;specificEpithet;taxonRank;verbatimTaxonRank;scientificNameAuthorship;vernacularName
UPTC:26:26436;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26436;26436;;JSG 036;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachiolejeunea laxifolia;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Brachiolejeunea;laxifolia;Especie;;(Taylor.) Schiffn;Hepática
UPTC:26:26437;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26437;26437;;JSG 037;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Acidodontium megalocarpum;Plantae;Bryophyta;Bryopsida;Bryales;Bryaceae;Acidodontium;megalocarpum;Especie;;(Hook.) Renauld & Cardot;Musgo
UPTC:26:26438;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26438;26438;;JSG 038;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Frullania ericoides;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Frullaniaceae;Frullania;ericoides;Especie;;(Mart.) Mont.;Hepática
UPTC:26:26439;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26439;26439;;JSG 039;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Schizymenium;Plantae;Bryophyta;Bryopsida;Bryales;Bryaceae;Schizymenium;;Género;sp.;;Musgo
UPTC:26:26440;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26440;26440;;JSG 040;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Pseudocrossidium;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Pseudocrossidium;;Género;sp.;;Musgo
UPTC:26:26441;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26441;26441;;JSG 041;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylium sommerfeltii;Plantae;Bryophyta;Bryopsida;Hypnales;Amblystegiaceae;Campylium;sommerfeltii;Especie;;(Myrin) Hedenäs;Musgo
UPTC:26:26442;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26442;26442;;JSG 042;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Pilopogon;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Pilopogon;;Género;sp.;;Musgo
UPTC:26:26443;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26443;26443;;JSG 043;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Leptodontium luteum;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Leptodontium;luteum;Especie;;(Taylor) Mitt.;Musgo
UPTC:26:26444;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26444;26444;;JSG 044;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;cf. jamesonii;Bryoerythrophyllum jamesonii;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Bryoerythrophyllum;jamesonii;Especie;;(Taylor) H.A. Crum;Musgo
UPTC:26:26445;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26445;26445;;JSG 045;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Riccardia;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Aneuraceae;Riccardia;;Género;sp.;;Hepática
UPTC:26:26446;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26446;26446;;JSG 046;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachiolejeunea laxifolia;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Brachiolejeunea;laxifolia;Especie;;(Taylor.) Schiffn;Hepática
UPTC:26:26447;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26447;26447;;JSG 047;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Metzgeria albinea;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;albinea;Especie;;Spruce;Hepática
UPTC:26:26448;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26448;26448;;JSG 048;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Metzgeria;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;;Género;sp.;;Hepática
UPTC:26:26449;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26449;26449;;JSG 049;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;aff. jelskii;Frullania jelskii;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Frullaniaceae;Frullania;jelskii;Especie;;Loistlesb.;Hepática
UPTC:26:26450;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26450;26450;;JSG 050;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachiolejeunea laxifolia;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Brachiolejeunea;laxifolia;Especie;;(Taylor.) Schiffn;Hepática
UPTC:26:26451;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26451;26451;;JSG 051;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Polytrichum juniperinum;Plantae;Bryophyta;Polytrichopsida;Polytrichales;Polytrichaceae;Polytrichum;juniperinum;Especie;;Hedw.;Musgo
UPTC:26:26452;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26452;26452;;JSG 052;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus zygodonticarpus;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;zygodonticarpus;Especie;;(Müll.Hal.) Paris;Musgo
UPTC:26:26453;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26453;26453;;JSG 053;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;cf. prolifer;Syrrhopodon prolifer;Plantae;Bryophyta;Bryopsida;Dicranales;Calymperaceae;Syrrhopodon;prolifer;Especie;;Schwägr;Musgo
UPTC:26:26454;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26454;26454;;JSG 054;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus pittieri;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;pittieri;Especie;;R. S. Williams;Musgo
UPTC:26:26455;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26455;26455;;JSG 055;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Lepidozia reptans;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Lepidoziaceae;Lepidozia;reptans;Especie;;(L.) Durmort;Hepática
UPTC:26:26456;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26456;26456;;JSG 056;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus pittieri;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;pittieri;Especie;;R. S. Williams;Musgo
UPTC:26:26457;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26457;26457;;JSG 057;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Breutelia chrysea;Plantae;Bryophyta;Bryopsida;Bartramiales;Bartramiaceae;Breutelia;chrysea;Especie;;(Müll.Hal.) A. Jaeger;Musgo
UPTC:26:26458;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26458;26458;;JSG 058;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Sphagnum;Plantae;Bryophyta;Sphagnopsida;Sphagnales;Sphagnaceae;Sphagnum;;Género;sp.;;Musgo
UPTC:26:26459;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26459;26459;;JSG 059;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Breutelia squarrosa;Plantae;Bryophyta;Bryopsida;Bartramiales;Bartramiaceae;Breutelia;squarrosa;Especie;;A. Jaeger;Musgo
UPTC:26:26460;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26460;26460;;JSG 060;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Thuidium peruvianum;Plantae;Bryophyta;Bryopsida;Hypnales;Thuidiaceae;Thuidium;peruvianum;Especie;;Mitt.;Musgo
UPTC:26:26461;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26461;26461;;JSG 061;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Sematophyllum;Plantae;Bryophyta;Bryopsida;Hypnales;Sematophyllaceae;Sematophyllum;;Género;sp.;;Musgo
UPTC:26:26462;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26462;26462;;JSG 062;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;cf. polygamus;Drepanocladus polygamus;Plantae;Bryophyta;Bryopsida;Hypnales;Amblystegiaceae;Drepanocladus;polygamus;Especie;;(Schimp.) Hedenäs;Musgo
UPTC:26:26463;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26463;26463;;JSG 063;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Cortícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Brachiolejeunea laxifolia;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Brachiolejeunea;laxifolia;Especie;;(Taylor.) Schiffn;Hepática
UPTC:26:26464;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26464;26464;;JSG 064;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus nivalis;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;nivalis;Especie;;(Brid.) Brid.;Musgo
UPTC:26:26465;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26465;26465;;JSG 065;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Metzgeria;Plantae;Marchantiophyta;Jungermanniopsida;Metzgeriales;Metzgeriaceae;Metzgeria;;Género;sp.;;Hepática
UPTC:26:26466;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26466;26466;;JSG 066;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Triandrophyllum;Plantae;Marchantiophyta;Jungermanniopsida;Jungermanniales;Herbertaceae;Triandrophyllum;;Género;sp.;;Hepática
UPTC:26:26467;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26467;26467;;JSG 067;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Terrícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;cf. polygamus;Drepanocladus polygamus;Plantae;Bryophyta;Bryopsida;Hypnales;Amblystegiaceae;Drepanocladus;polygamus;Especie;;(Schimp.) Hedenäs;Musgo
UPTC:26:26468;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26468;26468;;JSG 068;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus areodictyon;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;areodictyon;Especie;;(Müll. Hal.) Mitt;Musgo
UPTC:26:26469;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26469;26469;;JSG 069;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Madera en descomposición;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Bryum argenteum;Plantae;Bryophyta;Bryopsida;Bryales;Bryaceae;Bryum;argenteum;Especie;;Hedw.;Musgo
UPTC:26:26470;Evento;es;891.800.330-1;Universidad Pedagógica y Tecnológica de Colombia (UPTC);Herbario UPTC;UPTC;HumanObservation;UPTC:26:26470;26470;;JSG 070;J. Gualteros | D. A. Moreno;1;Presente;Seco;En colección;Colecta general;8 Horas/ dia;5/05/2018;8:00/16:00;2018;5;5;Páramo;Saxícola;SA;Colombia;CO;Boyacá;Ráquira;Vereda Firita Peña Arriba;3321;3321;3321;5°24'57.6''N | 73°36'0.6''W;5°24'57.6''N;73°36'0.6''W;Grados minutos segundos;WGS84;;;WGS84;Por verificar;D. A. Moreno;;;Campylopus pilifer;Plantae;Bryophyta;Bryopsida;Dicranales;Leucobryaceae;Campylopus;pilifer;Especie;;Brid.;Musgo
